id,age,two_year_recid,priors_count,length_of_stay,c_charge_degree_F,c_charge_degree_M,sex_Female,sex_Male,race
2425,43,1,11,76,1,0,0,1,0
2427,30,1,9,50,1,0,0,1,1
2429,29,0,1,0,1,0,0,1,0
2430,54,1,8,-1,1,0,0,1,1
2431,20,0,0,0,1,0,1,0,0
2432,29,0,0,0,1,0,0,1,1
2438,67,0,0,0,0,1,0,1,0
2441,25,0,0,0,1,0,0,1,0
2442,24,1,8,0,1,0,0,1,1
2443,29,0,3,177,1,0,0,1,0
2444,45,0,2,28,0,1,0,1,1
2445,31,1,5,11,1,0,0,1,1
2446,23,1,0,7,1,0,0,1,0
2448,21,1,0,8,1,0,0,1,1
2451,61,0,0,0,0,1,0,1,0
2453,51,1,5,20,0,1,1,0,0
2454,32,0,1,15,1,0,0,1,0
2456,43,0,9,0,1,0,0,1,0
2457,32,0,0,1,0,1,0,1,0
2459,36,0,0,0,1,0,0,1,1
2460,58,1,3,15,1,0,0,1,0
2464,57,0,12,50,1,0,0,1,1
2465,37,0,2,0,1,0,0,1,1
2467,44,0,6,1,1,0,0,1,1
2474,45,1,8,0,1,0,0,1,1
2475,48,0,1,2,1,0,0,1,0
2476,26,1,13,-1,1,0,0,1,1
2477,34,1,9,1,1,0,0,1,0
2478,25,0,0,1,1,0,0,1,1
2479,31,1,8,0,0,1,0,1,1
2480,43,0,1,1,1,0,0,1,1
2482,30,0,0,0,0,1,0,1,1
2484,50,0,0,0,0,1,0,1,0
2485,31,0,2,1,1,0,1,0,1
2486,33,0,7,0,0,1,1,0,0
2487,32,1,1,19,1,0,0,1,1
2488,46,1,0,2,0,1,1,0,0
2489,22,0,0,1,1,0,0,1,0
2490,37,1,8,1,1,0,0,1,1
2493,32,1,6,8,1,0,1,0,0
2494,23,1,2,1,1,0,1,0,1
2495,21,0,0,-1,1,0,0,1,0
2497,52,0,2,1,1,0,0,1,0
2498,49,0,2,1,0,1,0,1,0
2499,55,1,3,36,1,0,0,1,0
2501,22,0,0,1,1,0,0,1,1
2502,45,0,0,13,1,0,0,1,0
2503,31,1,7,1,1,0,1,0,1
2504,22,1,0,1,0,1,0,1,0
2507,28,0,5,1,0,1,0,1,1
2509,21,1,1,11,1,0,0,1,1
2511,37,0,2,1,0,1,0,1,0
2512,30,1,21,1,1,0,0,1,1
2513,22,1,13,0,1,0,0,1,1
2514,35,1,23,1,1,0,0,1,1
2515,28,0,11,26,1,0,0,1,1
2516,24,0,1,1,1,0,0,1,1
2519,32,1,24,2,1,0,0,1,1
2521,24,0,1,0,1,0,1,0,1
2523,57,0,19,1,1,0,0,1,1
2524,21,0,0,0,0,1,0,1,0
2525,28,0,0,-1,1,0,0,1,0
2526,51,0,0,91,0,1,0,1,0
2529,26,1,0,0,0,1,0,1,1
2530,20,1,0,1,1,0,0,1,1
2532,25,0,6,32,0,1,0,1,1
2533,19,1,0,2,0,1,0,1,0
2534,49,1,1,20,1,0,0,1,0
2536,57,0,27,9,0,1,0,1,1
2537,27,0,0,0,0,1,1,0,1
2538,66,0,1,19,0,1,0,1,0
2540,21,0,0,0,1,0,0,1,0
2541,45,0,1,-1,1,0,0,1,0
2543,37,0,24,19,1,0,0,1,1
2544,44,1,13,16,1,0,0,1,0
2546,64,0,0,4,1,0,0,1,1
2548,30,1,1,0,1,0,0,1,1
2549,61,0,1,2,0,1,0,1,1
2554,49,0,8,8,1,0,1,0,0
2556,23,0,0,0,1,0,0,1,1
2560,21,1,0,0,1,0,0,1,0
2561,30,1,2,43,1,0,1,0,0
2562,26,0,7,1,0,1,0,1,0
2564,35,1,3,1,0,1,0,1,0
2566,27,0,2,1,0,1,0,1,1
2567,38,0,1,14,0,1,0,1,0
2568,48,1,14,142,1,0,0,1,1
2569,26,0,0,0,0,1,0,1,0
2571,24,1,4,26,1,0,0,1,1
2572,28,1,2,0,1,0,1,0,1
2573,44,1,4,5,1,0,1,0,0
2574,23,0,2,13,1,0,0,1,0
2575,34,1,1,12,1,0,1,0,0
2576,20,1,1,1,1,0,0,1,0
2578,63,1,23,2,1,0,0,1,0
2579,36,0,0,0,0,1,1,0,1
2580,58,0,1,79,1,0,0,1,0
2583,35,0,4,13,1,0,1,0,0
2584,23,0,3,1,1,0,0,1,1
2586,40,0,1,21,1,0,0,1,0
2588,31,0,3,0,1,0,0,1,0
2589,34,0,5,1,1,0,1,0,0
2591,23,1,3,13,0,1,0,1,1
2592,27,1,0,4,0,1,0,1,0
2593,26,0,3,27,1,0,1,0,1
2594,49,0,1,24,1,0,0,1,1
2595,47,0,0,1,0,1,1,0,0
2602,47,0,6,5,1,0,0,1,1
2604,34,1,7,0,1,0,0,1,1
2606,27,0,10,7,1,0,0,1,1
2607,52,0,0,0,0,1,1,0,0
2608,26,1,0,0,0,1,0,1,1
2609,25,0,9,2,1,0,0,1,1
2610,51,0,1,162,1,0,0,1,1
2611,29,0,1,-1,0,1,1,0,1
2613,46,0,0,0,1,0,0,1,0
2614,28,0,6,2,1,0,0,1,0
2615,57,0,0,1,1,0,0,1,1
2616,23,0,2,0,1,0,0,1,0
2618,34,1,27,118,1,0,0,1,1
2619,27,0,3,12,1,0,0,1,1
2620,25,1,7,3,0,1,0,1,1
2621,31,1,1,32,1,0,0,1,0
2623,37,0,8,1,1,0,0,1,1
2624,51,1,0,1,1,0,0,1,1
2630,28,0,8,40,1,0,0,1,1
2632,56,0,4,7,1,0,0,1,0
2633,45,1,15,330,1,0,0,1,1
2634,26,1,7,18,1,0,0,1,0
2637,33,1,7,1,1,0,0,1,0
2638,23,0,0,1,0,1,0,1,0
2639,31,0,0,0,0,1,0,1,1
2641,31,0,0,1,0,1,0,1,0
2642,19,0,1,4,1,0,0,1,0
2643,32,0,0,0,1,0,0,1,0
2644,30,1,1,0,0,1,0,1,0
2649,66,0,1,0,1,0,0,1,0
2650,40,0,0,-1,1,0,1,0,1
2651,59,0,4,0,0,1,0,1,1
2654,27,0,3,1,0,1,0,1,1
2655,22,0,0,0,1,0,0,1,1
2656,58,0,1,0,1,0,0,1,0
2658,29,0,2,2,1,0,0,1,0
2664,27,1,0,60,1,0,0,1,1
2667,24,0,0,1,1,0,0,1,0
2668,35,0,3,0,1,0,1,0,0
2671,29,1,7,2,1,0,0,1,1
2672,30,1,5,2,1,0,0,1,1
2673,23,0,1,2,1,0,0,1,1
2676,32,1,2,0,1,0,0,1,0
2677,22,0,2,3,1,0,0,1,0
2678,21,0,0,1,0,1,0,1,1
2679,43,0,0,-1,0,1,1,0,0
2680,29,0,0,2,1,0,0,1,1
2681,43,0,1,1,1,0,0,1,1
2682,25,0,1,2,1,0,0,1,1
2683,47,0,0,1,0,1,0,1,0
2685,21,0,0,0,1,0,1,0,1
2687,54,0,0,-1,0,1,0,1,0
2688,34,1,3,33,1,0,0,1,1
2689,28,0,2,1,0,1,1,0,1
2690,53,1,4,0,1,0,1,0,0
2691,54,0,0,-1,0,1,0,1,1
2692,37,1,3,83,1,0,0,1,0
2696,34,0,2,0,1,0,0,1,1
2698,60,1,0,1,1,0,1,0,0
2700,22,0,0,1,1,0,0,1,1
2703,51,0,3,-1,1,0,0,1,1
2704,29,1,0,12,1,0,0,1,1
2708,28,0,5,27,0,1,0,1,1
2711,33,1,0,0,1,0,0,1,0
2713,43,0,4,2,0,1,0,1,0
2714,45,0,1,26,0,1,0,1,0
2716,32,1,5,65,1,0,0,1,0
2718,35,1,0,1,1,0,1,0,1
2719,23,1,1,1,1,0,0,1,1
2720,41,0,1,113,0,1,0,1,0
2721,25,1,24,0,1,0,0,1,0
2722,35,0,12,10,1,0,0,1,0
2723,25,1,4,43,1,0,0,1,1
2724,69,1,6,1,1,0,0,1,0
2728,24,0,0,1,0,1,0,1,0
2731,28,0,0,0,1,0,0,1,0
2732,47,1,23,403,1,0,0,1,1
2735,29,1,13,1,1,0,0,1,1
2737,26,1,9,2,1,0,0,1,1
2738,31,0,0,2,0,1,0,1,0
2745,28,0,0,1,1,0,0,1,0
2746,48,1,1,0,0,1,0,1,0
2748,44,0,0,0,0,1,0,1,0
2749,42,0,7,0,0,1,0,1,1
2750,39,0,5,4,1,0,0,1,1
2751,46,0,2,3,1,0,1,0,0
2752,55,0,0,10,0,1,0,1,0
2753,27,1,5,4,1,0,0,1,1
2754,31,0,0,4,0,1,1,0,0
2758,25,0,0,0,1,0,0,1,1
2759,32,0,6,0,0,1,0,1,0
2760,36,0,2,0,1,0,0,1,1
2762,21,1,3,4,1,0,0,1,1
2764,39,0,2,-1,0,1,0,1,0
2765,26,0,0,-1,0,1,1,0,1
2766,28,1,8,20,1,0,0,1,1
2767,67,1,2,0,0,1,0,1,0
2770,22,0,0,2,1,0,1,0,0
2771,37,0,3,0,0,1,0,1,0
2772,23,1,2,2,0,1,0,1,1
2773,49,1,14,122,0,1,1,0,1
2775,32,1,9,4,0,1,0,1,0
2776,41,0,9,32,0,1,0,1,0
2777,25,0,1,0,0,1,0,1,1
2780,58,0,0,0,0,1,0,1,0
2782,44,1,19,17,0,1,0,1,1
2786,28,0,1,15,1,0,0,1,1
2787,39,1,0,2,1,0,1,0,1
2788,54,0,0,6,1,0,0,1,0
2790,43,0,0,0,0,1,0,1,0
2792,31,0,5,0,0,1,0,1,1
2793,30,0,11,117,1,0,0,1,1
2794,27,1,4,1,0,1,0,1,0
2797,28,1,0,1,0,1,0,1,1
2800,24,0,0,0,0,1,0,1,1
2802,43,0,0,0,0,1,0,1,0
2804,44,1,10,5,0,1,0,1,1
2807,24,1,11,0,1,0,0,1,0
2809,23,0,0,1,1,0,0,1,1
2814,36,1,5,0,0,1,0,1,0
2817,27,0,1,1,1,0,0,1,0
2819,24,1,0,1,1,0,0,1,1
2820,66,0,0,0,0,1,0,1,0
2821,36,0,3,25,1,0,1,0,0
2824,53,1,9,130,1,0,0,1,0
2825,23,1,1,0,1,0,0,1,0
2828,22,1,0,0,0,1,1,0,1
2829,25,0,1,0,1,0,0,1,0
2830,56,0,4,2,1,0,0,1,1
2836,51,1,1,1,1,0,0,1,0
2837,58,0,3,18,0,1,1,0,1
2841,24,0,3,0,0,1,0,1,0
2842,22,1,0,71,1,0,0,1,1
2843,39,0,0,0,0,1,0,1,0
2844,20,1,3,42,1,0,0,1,0
2845,46,1,10,73,1,0,0,1,0
2846,38,1,1,0,1,0,0,1,0
2848,23,1,0,3,0,1,0,1,0
2851,39,0,6,26,1,0,0,1,0
2852,25,0,0,1,1,0,0,1,1
2854,31,1,19,0,1,0,0,1,1
2855,25,1,1,0,0,1,1,0,1
2856,26,0,6,1,1,0,0,1,1
2857,25,0,2,274,1,0,0,1,1
2859,37,1,11,1,1,0,0,1,0
2860,36,0,0,0,1,0,0,1,1
2862,26,1,1,0,1,0,0,1,1
2863,21,1,3,0,1,0,0,1,0
2864,35,1,7,0,1,0,0,1,1
2865,22,1,2,1,1,0,0,1,1
2867,25,0,0,0,1,0,0,1,0
2869,36,0,0,1,0,1,0,1,0
2870,24,1,2,12,0,1,0,1,1
2871,21,1,0,0,1,0,0,1,1
2873,32,1,15,70,1,0,0,1,0
2874,33,1,2,-1,0,1,0,1,1
2875,33,1,10,2,1,0,0,1,1
2879,29,0,0,0,0,1,0,1,0
2880,50,0,8,172,1,0,0,1,0
2883,33,1,14,2,1,0,0,1,1
2885,37,1,13,0,1,0,0,1,1
2886,27,1,9,24,1,0,0,1,1
2887,27,0,0,1,0,1,0,1,1
2891,21,1,1,0,0,1,0,1,0
2892,58,0,1,60,1,0,0,1,1
2893,27,0,4,33,1,0,0,1,1
2897,28,1,1,30,1,0,0,1,0
2898,31,0,0,0,0,1,1,0,0
2900,24,0,3,6,0,1,0,1,1
2901,26,1,6,18,1,0,0,1,1
2902,43,0,0,1,0,1,0,1,0
2907,22,1,3,1,1,0,0,1,1
2908,23,0,0,3,1,0,0,1,1
2910,42,0,0,0,0,1,0,1,0
2913,30,0,18,17,0,1,0,1,1
2914,29,0,1,290,1,0,0,1,1
2915,38,1,2,47,1,0,0,1,0
2917,26,0,3,2,0,1,0,1,0
2922,51,0,5,4,0,1,0,1,1
2923,36,0,0,-1,0,1,0,1,0
2925,62,0,0,1,0,1,0,1,0
2926,23,1,0,0,1,0,0,1,1
2927,34,1,7,0,1,0,0,1,1
2928,35,0,1,1,0,1,0,1,1
2929,22,0,0,3,1,0,0,1,0
2930,29,1,10,108,0,1,0,1,1
2931,40,0,0,1,1,0,0,1,1
2932,36,0,2,0,1,0,0,1,1
2933,26,1,8,0,1,0,0,1,1
2934,25,1,1,0,1,0,0,1,1
2935,69,0,0,0,0,1,0,1,0
2936,27,0,1,8,1,0,0,1,1
2937,20,1,0,1,1,0,0,1,0
2938,27,0,1,2,1,0,0,1,1
2939,24,0,6,310,0,1,1,0,1
2943,42,0,0,2,1,0,0,1,0
2946,25,0,1,1,1,0,0,1,0
2951,25,0,0,7,1,0,0,1,1
2952,22,0,0,0,1,0,0,1,1
2954,21,0,0,0,1,0,0,1,0
2955,30,0,1,1,0,1,0,1,1
2956,46,0,9,4,0,1,0,1,0
2959,26,0,2,0,0,1,0,1,1
2961,33,1,0,0,1,0,0,1,1
2962,40,0,1,1,0,1,0,1,1
2963,34,0,0,28,1,0,0,1,0
2964,22,1,1,36,1,0,0,1,0
2965,28,0,3,0,0,1,0,1,0
2968,31,1,4,1,0,1,0,1,1
2969,59,1,3,1,0,1,0,1,0
2970,37,0,0,0,1,0,0,1,0
2972,50,0,0,2,1,0,0,1,1
2974,57,1,8,99,1,0,0,1,1
2976,31,0,5,0,0,1,0,1,1
2979,44,0,9,25,1,0,0,1,1
2982,48,1,5,242,1,0,0,1,1
2983,25,0,0,1,1,0,1,0,0
2984,51,0,5,0,0,1,0,1,1
2985,50,1,0,0,1,0,0,1,0
2988,57,0,2,2,1,0,0,1,0
2990,55,0,0,0,0,1,0,1,0
2991,59,1,4,1,1,0,0,1,1
2992,42,0,0,0,1,0,1,0,1
2993,20,1,2,21,1,0,0,1,0
2996,21,0,0,28,1,0,0,1,0
2997,32,1,21,64,1,0,0,1,1
2998,24,0,0,0,0,1,1,0,0
3003,42,0,1,1,1,0,0,1,1
3004,29,1,8,13,1,0,0,1,1
3005,21,0,1,7,1,0,0,1,1
3010,58,0,0,0,0,1,0,1,0
3014,22,1,1,0,1,0,0,1,1
3015,46,1,1,0,0,1,0,1,0
3019,50,1,0,14,0,1,0,1,0
3020,46,0,2,0,1,0,0,1,1
3021,44,1,11,15,1,0,1,0,1
3022,35,0,4,29,0,1,0,1,1
3023,30,1,14,2,1,0,0,1,1
3025,42,0,2,0,1,0,0,1,1
3027,46,1,5,202,1,0,0,1,1
3029,42,1,0,34,1,0,0,1,1
3031,29,1,7,1,1,0,0,1,0
3032,32,0,8,4,1,0,0,1,1
3033,31,0,5,3,1,0,0,1,0
3034,33,0,1,1,0,1,1,0,1
3035,25,0,4,183,1,0,0,1,0
3036,33,0,0,1,0,1,1,0,1
3037,21,0,1,0,1,0,0,1,0
3039,35,1,1,49,1,0,0,1,0
3040,56,0,1,2,1,0,0,1,1
3041,38,1,0,2,0,1,0,1,0
3042,40,0,4,1,0,1,1,0,1
3046,28,0,4,1,1,0,0,1,1
3051,51,0,0,1,0,1,0,1,1
3053,35,0,2,1,0,1,0,1,1
3055,61,0,5,12,1,0,0,1,1
3056,25,0,0,1,1,0,0,1,1
3057,25,1,4,0,1,0,0,1,1
3058,26,0,0,0,0,1,0,1,1
3064,42,0,1,2,0,1,0,1,0
3066,25,0,1,0,1,0,1,0,1
3067,26,1,13,-1,0,1,0,1,1
3068,31,0,9,0,1,0,0,1,1
3069,35,0,1,1,1,0,0,1,0
3074,34,0,0,116,1,0,0,1,0
3078,33,0,1,0,0,1,1,0,0
3081,30,0,3,0,1,0,0,1,1
3084,50,0,7,1,0,1,1,0,1
3085,21,0,0,50,1,0,0,1,1
3086,31,1,16,482,1,0,0,1,0
3087,31,1,2,3,1,0,0,1,1
3089,23,0,0,0,0,1,1,0,1
3090,25,0,1,1,1,0,0,1,1
3093,24,0,1,1,1,0,1,0,0
3094,31,1,13,0,0,1,0,1,1
3096,60,0,0,2,1,0,0,1,1
3101,30,0,2,0,1,0,0,1,1
3104,32,0,0,0,0,1,1,0,0
3107,46,0,0,-1,0,1,0,1,0
3110,21,1,0,0,0,1,0,1,0
3112,35,0,0,1,1,0,0,1,1
3113,34,1,2,9,1,0,0,1,0
3114,41,1,2,161,1,0,0,1,0
3116,23,1,1,15,1,0,0,1,1
3117,23,1,3,1,1,0,0,1,1
3118,28,0,2,2,0,1,0,1,1
3120,21,1,0,0,1,0,0,1,0
3122,46,0,2,3,0,1,0,1,0
3129,56,0,1,0,1,0,0,1,1
3131,40,1,8,0,1,0,0,1,0
3132,30,1,5,2,1,0,0,1,0
3134,24,1,1,0,0,1,0,1,1
3136,33,0,0,0,0,1,1,0,0
3137,48,0,2,4,0,1,0,1,0
3138,33,1,11,44,1,0,0,1,1
3139,25,0,0,0,1,0,0,1,0
3145,30,1,7,0,1,0,0,1,1
3146,37,1,0,2,1,0,0,1,0
3152,43,0,7,8,1,0,1,0,0
3153,32,0,0,1,1,0,0,1,0
3154,33,0,3,0,1,0,0,1,0
3155,39,1,4,0,1,0,0,1,0
3156,49,0,4,5,1,0,0,1,0
3157,24,0,0,18,1,0,0,1,0
3158,26,0,1,-1,1,0,0,1,1
3159,42,0,0,1,1,0,0,1,0
3160,22,1,1,6,1,0,0,1,1
3161,36,0,0,0,1,0,0,1,0
3162,29,1,7,27,0,1,0,1,0
3163,39,0,0,18,0,1,0,1,0
3164,27,1,13,14,1,0,0,1,1
3165,38,1,2,7,1,0,0,1,0
3166,20,1,0,3,1,0,0,1,0
3168,25,1,4,86,1,0,0,1,1
3169,53,0,0,0,0,1,0,1,0
3170,27,1,0,6,0,1,1,0,1
3174,21,1,0,6,1,0,0,1,0
3175,50,1,1,5,0,1,0,1,0
3176,41,0,4,0,1,0,0,1,1
3178,22,1,5,4,1,0,0,1,0
3181,22,1,0,2,1,0,0,1,0
3182,25,0,2,26,1,0,0,1,1
3183,42,1,1,1,1,0,0,1,1
3188,51,0,2,1,1,0,0,1,0
3190,24,0,0,-1,1,0,0,1,1
3191,37,0,4,92,1,0,0,1,1
3192,37,0,0,0,0,1,0,1,0
3197,27,0,0,0,0,1,1,0,0
3198,21,0,0,5,1,0,0,1,0
3200,35,1,1,1,1,0,0,1,1
3203,24,0,0,36,1,0,1,0,0
3205,49,0,2,1,0,1,0,1,0
3206,38,0,9,2,1,0,0,1,1
3207,61,0,0,0,0,1,0,1,0
3208,30,0,0,0,0,1,1,0,1
3209,22,0,3,128,1,0,0,1,1
3212,25,1,0,1,1,0,0,1,1
3214,30,1,3,1,0,1,1,0,0
3215,52,0,0,0,0,1,0,1,0
3217,26,0,0,0,1,0,0,1,0
3218,26,0,0,1,0,1,0,1,0
3223,45,1,9,54,1,0,0,1,0
3225,20,1,0,0,1,0,0,1,1
3226,29,0,4,80,1,0,0,1,1
3227,43,1,1,69,1,0,0,1,0
3229,26,0,2,0,1,0,0,1,0
3230,46,0,4,0,1,0,1,0,1
3232,46,0,0,1,1,0,1,0,1
3236,29,1,12,5,1,0,0,1,1
3237,41,0,0,-1,0,1,0,1,0
3240,25,0,5,0,1,0,1,0,1
3242,23,0,2,18,1,0,0,1,1
3246,30,0,0,0,0,1,0,1,0
3247,34,0,1,2,1,0,0,1,0
3248,70,1,11,12,1,0,0,1,0
3250,52,0,2,1,1,0,0,1,0
3255,51,0,4,7,0,1,0,1,1
3259,45,1,15,1,1,0,1,0,0
3260,55,1,21,85,1,0,0,1,1
3261,49,0,1,1,1,0,1,0,0
3265,47,0,0,0,1,0,1,0,0
3267,27,0,0,1,0,1,0,1,1
3268,25,1,5,0,0,1,0,1,0
3270,21,1,1,59,1,0,0,1,1
3272,37,1,26,1,1,0,0,1,1
3273,21,1,1,49,1,0,0,1,1
3274,21,0,0,1,1,0,0,1,1
3278,25,1,4,0,1,0,0,1,1
3280,27,1,3,1,1,0,1,0,1
3281,30,1,3,12,1,0,0,1,0
3283,70,0,0,0,0,1,0,1,0
3284,37,1,11,0,1,0,0,1,0
3285,46,1,5,2,1,0,0,1,1
3286,40,1,4,2,0,1,0,1,0
3288,43,1,18,9,1,0,0,1,1
3289,38,0,15,55,1,0,0,1,1
3290,29,0,0,0,1,0,0,1,1
3291,37,1,8,1,0,1,0,1,1
3292,38,0,3,0,1,0,0,1,0
3293,27,0,0,0,1,0,1,0,0
3294,20,1,0,10,0,1,1,0,0
3295,44,0,0,0,0,1,0,1,0
3298,31,0,6,1,0,1,0,1,0
3299,29,1,3,1,1,0,0,1,1
3301,30,0,0,0,0,1,1,0,1
3302,25,1,2,11,1,0,1,0,0
3304,40,0,3,1,1,0,0,1,1
3306,33,0,1,1,0,1,0,1,0
3309,26,1,5,1,1,0,0,1,0
3310,31,0,1,1,0,1,0,1,0
3312,61,0,1,0,0,1,0,1,0
3314,30,0,2,0,1,0,0,1,0
3315,62,0,0,2,0,1,0,1,0
3316,27,1,4,54,0,1,1,0,0
3318,48,0,9,1,1,0,0,1,0
3319,40,0,0,1,1,0,1,0,0
3320,24,0,0,2,1,0,0,1,0
3322,22,1,0,1,1,0,0,1,1
3323,30,1,4,15,0,1,0,1,1
3324,63,0,0,0,0,1,0,1,0
3326,33,0,4,1,1,0,0,1,1
3329,43,1,0,1,0,1,0,1,0
3331,26,1,3,33,1,0,0,1,1
3332,51,0,1,7,1,0,0,1,1
3333,39,1,3,1,1,0,0,1,0
3335,30,1,0,1,0,1,1,0,0
3337,32,1,14,1,1,0,0,1,1
3338,22,0,0,0,0,1,0,1,1
3339,59,0,0,0,1,0,0,1,0
3340,38,1,37,30,0,1,0,1,1
3341,23,0,2,237,1,0,0,1,1
3342,42,1,0,1,0,1,0,1,1
3344,38,1,2,192,1,0,0,1,1
3345,34,0,2,1,1,0,1,0,0
3347,36,1,7,2,1,0,1,0,1
3349,36,1,0,1,0,1,0,1,1
3350,31,0,1,13,1,0,0,1,1
3351,28,1,3,4,1,0,1,0,1
3354,28,1,1,0,1,0,0,1,1
3357,43,0,0,1,1,0,0,1,1
3358,40,0,1,1,1,0,0,1,1
3359,31,1,15,2,1,0,0,1,1
3360,54,1,6,13,1,0,0,1,1
3362,24,1,17,130,1,0,0,1,1
3363,41,1,0,1,1,0,0,1,0
3369,21,1,1,242,1,0,0,1,1
3370,29,1,1,1,1,0,1,0,0
3371,22,0,0,0,1,0,0,1,1
3375,52,1,9,33,1,0,0,1,0
3376,40,0,0,1,1,0,1,0,0
3380,45,0,1,6,1,0,1,0,1
3381,29,1,1,0,0,1,0,1,1
3383,46,1,10,9,1,0,0,1,1
3384,21,0,1,12,1,0,0,1,0
3386,35,1,6,1,1,0,0,1,0
3387,52,1,1,70,0,1,0,1,1
3390,48,0,0,0,0,1,0,1,0
3391,29,1,9,214,0,1,1,0,1
3392,48,0,0,1,0,1,0,1,0
3393,31,1,10,8,1,0,0,1,1
3394,21,1,3,127,1,0,0,1,0
3395,32,1,0,22,1,0,0,1,0
3396,47,0,0,3,0,1,0,1,1
3398,21,1,3,0,1,0,0,1,1
3399,35,0,13,0,1,0,0,1,1
3401,46,1,3,20,0,1,0,1,1
3403,34,1,5,5,1,0,0,1,1
3404,52,0,2,3,1,0,0,1,1
3406,21,1,0,9,0,1,0,1,0
3407,53,0,1,1,0,1,0,1,0
3408,19,1,0,1,1,0,1,0,0
3409,22,0,0,2,0,1,0,1,1
3410,45,0,1,2,1,0,0,1,1
3411,27,0,0,1,1,0,1,0,0
3412,25,0,0,0,0,1,0,1,0
3413,30,1,0,-1,1,0,0,1,0
3415,31,1,2,-1,1,0,0,1,1
3417,28,0,3,1,1,0,0,1,0
3418,36,1,3,2,0,1,0,1,1
3419,27,1,7,10,1,0,0,1,1
3420,42,0,1,0,1,0,0,1,1
3422,35,1,0,40,1,0,0,1,0
3423,33,0,2,0,1,0,1,0,0
3425,24,1,6,218,1,0,0,1,0
3426,25,1,21,2,1,0,0,1,1
3427,42,0,0,1,0,1,1,0,0
3429,21,1,0,3,1,0,0,1,1
3431,28,0,0,0,0,1,1,0,1
3434,27,1,25,40,1,0,0,1,1
3437,21,0,0,2,1,0,1,0,0
3438,26,1,0,5,0,1,0,1,0
3439,36,0,0,0,1,0,0,1,0
3441,49,1,0,1,1,0,0,1,0
3444,44,1,0,1,1,0,0,1,0
3445,28,0,1,24,0,1,0,1,0
3448,35,1,12,0,1,0,1,0,1
3452,34,0,3,0,1,0,0,1,1
3453,45,1,15,0,1,0,0,1,1
3454,28,1,9,16,1,0,0,1,1
3455,25,0,1,4,1,0,1,0,1
3456,21,0,1,0,0,1,0,1,1
3457,48,0,1,0,1,0,0,1,1
3458,37,0,1,0,0,1,0,1,0
3460,24,1,3,0,1,0,0,1,1
3462,37,1,1,1,0,1,0,1,0
3463,39,0,1,0,1,0,0,1,0
3464,24,1,1,21,1,0,0,1,0
3465,49,0,2,0,1,0,0,1,0
3470,23,1,1,1,1,0,0,1,1
3475,43,0,5,0,1,0,0,1,0
3476,28,1,6,1,0,1,0,1,1
3480,53,0,1,0,0,1,0,1,1
3481,27,1,2,1,0,1,1,0,1
3483,39,0,0,2,0,1,0,1,0
3484,47,1,22,1,1,0,0,1,1
3485,28,1,4,2,1,0,0,1,1
3488,36,0,2,0,1,0,0,1,0
3489,24,0,1,3,1,0,1,0,1
3491,35,0,0,1,0,1,0,1,0
3492,23,0,3,1,1,0,0,1,1
3493,26,0,2,1,1,0,0,1,1
3498,31,1,7,54,1,0,0,1,1
3499,30,1,14,5,1,0,1,0,1
3500,25,0,2,1,0,1,0,1,0
3501,24,1,6,1,1,0,0,1,1
3502,34,1,1,0,1,0,0,1,0
3504,26,0,2,28,0,1,0,1,1
3507,60,0,0,1,1,0,0,1,0
3508,20,0,0,0,1,0,1,0,1
3511,23,0,0,0,1,0,0,1,0
3512,26,1,5,6,1,0,0,1,1
3515,40,0,4,1,0,1,0,1,0
3516,28,1,1,1,1,0,0,1,0
3517,49,1,1,5,1,0,0,1,0
3521,19,1,1,-1,1,0,0,1,1
3523,53,0,1,11,1,0,0,1,0
3528,24,0,0,0,1,0,1,0,1
3529,31,0,0,1,1,0,0,1,0
3531,33,0,2,-1,1,0,1,0,0
3533,26,1,8,41,1,0,0,1,0
3535,32,0,2,0,1,0,0,1,0
3536,25,1,0,3,1,0,0,1,0
3538,21,0,1,0,1,0,0,1,1
3539,38,0,3,1,1,0,0,1,1
3540,23,0,0,1,1,0,0,1,0
3542,20,1,0,8,1,0,0,1,0
3543,39,1,4,1,1,0,1,0,0
3544,24,1,1,6,1,0,0,1,1
3546,23,0,0,0,1,0,0,1,0
3547,49,0,3,0,1,0,0,1,1
3550,31,1,7,77,1,0,0,1,1
3551,20,1,1,16,1,0,0,1,1
3552,28,0,0,13,0,1,0,1,0
3554,67,0,3,1,1,0,0,1,0
3556,33,0,0,1,1,0,0,1,0
3562,52,0,0,0,1,0,0,1,1
3563,45,1,17,46,1,0,0,1,1
3564,27,1,8,1,1,0,0,1,1
3566,22,0,1,1,1,0,0,1,0
3570,40,1,0,0,0,1,0,1,0
3571,30,1,1,0,0,1,0,1,0
3573,42,0,1,0,1,0,0,1,1
3574,24,1,2,1,1,0,0,1,1
3576,46,0,4,2,1,0,0,1,0
3577,38,0,4,-1,1,0,0,1,1
3582,32,1,0,7,0,1,1,0,0
3584,26,0,0,1,0,1,0,1,0
3585,54,1,1,1,0,1,0,1,0
3591,27,0,2,10,1,0,0,1,0
3593,61,0,1,1,1,0,0,1,0
3594,51,1,1,0,0,1,0,1,1
3596,57,0,0,27,1,0,0,1,0
3597,24,1,3,1,0,1,0,1,0
3598,34,0,1,0,1,0,0,1,1
3600,27,0,1,1,1,0,0,1,0
